2025/03/15 - 17:40:09 | 204 |     1.5672ms |                 ::1 | GET     /api/reservations
2025/03/15 - 17:40:21 | 200 |     2.1307ms |                 ::1 | GET     /api/halls
2025/03/15 - 17:45:03 | 200 |           0s |           127.0.0.1 | OPTIONS /api/halls
2025/03/15 - 17:45:03 | 200 |     2.0789ms |           127.0.0.1 | GET     /api/halls
2025/03/15 - 17:45:17 | 200 |           0s |           127.0.0.1 | OPTIONS /api/halls
2025/03/15 - 17:45:17 | 200 |     2.6293ms |           127.0.0.1 | GET     /api/halls
2025/03/15 - 17:46:09 | 200 |           0s |           127.0.0.1 | OPTIONS /api/halls
2025/03/15 - 17:46:09 | 200 |     2.1344ms |           127.0.0.1 | GET     /api/halls
2025/03/15 - 17:47:40 | 400 |     3.1691ms |                 ::1 | POST    /api/halls
2025/03/15 - 17:47:47 | 200 |     3.1427ms |                 ::1 | GET     /api/halls
2025/03/15 - 17:54:24 | 200 |           0s |           127.0.0.1 | OPTIONS /api/halls
2025/03/15 - 17:54:24 | 200 |     3.1466ms |           127.0.0.1 | GET     /api/halls
2025/03/15 - 17:55:08 | 200 |           0s |           127.0.0.1 | OPTIONS /api/halls
2025/03/15 - 17:55:08 | 200 |     3.1352ms |           127.0.0.1 | GET     /api/halls
2025/03/15 - 17:58:46 | 400 |     1.5746ms |                 ::1 | POST    /api/halls
2025/03/15 - 17:59:31 | 400 |     1.5885ms |                 ::1 | POST    /api/halls
2025/03/15 - 17:59:36 | 400 |     1.5957ms |                 ::1 | POST    /api/halls
2025/03/15 - 18:00:07 | 400 |     2.0946ms |                 ::1 | POST    /api/halls
2025/03/15 - 18:00:20 | 400 |     3.1561ms |                 ::1 | POST    /api/halls
2025/03/15 - 18:00:35 | 400 |     1.5695ms |                 ::1 | POST    /api/halls
2025/03/15 - 18:01:17 | 400 |     2.1022ms |                 ::1 | POST    /api/halls
2025/03/15 - 18:01:45 | 400 |     2.6292ms |                 ::1 | POST    /api/halls
2025/03/15 - 18:02:18 | 200 |           0s |           127.0.0.1 | OPTIONS /api/halls
2025/03/15 - 18:02:18 | 401 |           0s |           127.0.0.1 | GET     /api/halls
2025/03/15 - 18:02:29 | 200 |           0s |           127.0.0.1 | OPTIONS /api/halls
2025/03/15 - 18:02:29 | 401 |           0s |           127.0.0.1 | GET     /api/halls
2025/03/15 - 18:02:40 | 500 |     4.7311ms |                 ::1 | POST    /api/halls
2025/03/15 - 18:03:05 | 500 |     2.6456ms |                 ::1 | POST    /api/halls
2025/03/15 - 18:03:50 | 500 |     3.2103ms |                 ::1 | POST    /api/halls
2025/03/15 - 18:05:23 | 500 |     3.7207ms |                 ::1 | POST    /api/halls
2025/03/15 - 18:06:58 | 200 |    48.7143ms |                 ::1 | POST    /api/halls
2025/03/15 - 18:08:26 | 200 |     3.7409ms |                 ::1 | GET     /api/halls
2025/03/15 - 18:09:24 | 200 |    35.1689ms |                 ::1 | POST    /api/halls
2025/03/15 - 18:09:54 | 200 |    26.2793ms |                 ::1 | POST    /api/halls
2025/03/15 - 18:10:26 | 200 |    53.4061ms |                 ::1 | POST    /api/halls
2025/03/15 - 18:11:02 | 200 |     29.913ms |                 ::1 | POST    /api/halls
2025/03/15 - 18:11:26 | 200 |    26.2687ms |                 ::1 | POST    /api/halls
2025/03/15 - 18:11:51 | 200 |     57.639ms |                 ::1 | POST    /api/halls
2025/03/15 - 18:12:22 | 200 |           0s |                 ::1 | OPTIONS /api/login
2025/03/15 - 18:12:22 | 200 |    54.0759ms |                 ::1 | POST    /api/login
2025/03/15 - 18:12:22 | 200 |           0s |                 ::1 | OPTIONS /api/halls
2025/03/15 - 18:12:22 | 403 |     1.0489ms |                 ::1 | GET     /api/halls
2025/03/15 - 18:12:30 | 200 |           0s |                 ::1 | OPTIONS /api/login
2025/03/15 - 18:12:30 | 200 |    52.8313ms |                 ::1 | POST    /api/login
2025/03/15 - 18:12:30 | 200 |           0s |                 ::1 | OPTIONS /api/halls
2025/03/15 - 18:12:30 | 200 |     3.6698ms |                 ::1 | GET     /api/halls
2025/03/15 - 18:12:38 | 200 |           0s |                 ::1 | OPTIONS /api/halls
2025/03/15 - 18:12:38 | 200 |     3.6735ms |                 ::1 | GET     /api/halls
2025/03/15 - 18:12:39 | 200 |           0s |           127.0.0.1 | OPTIONS /api/halls
2025/03/15 - 18:12:39 | 401 |           0s |           127.0.0.1 | GET     /api/halls
2025/03/15 - 18:13:11 | 200 |           0s |                 ::1 | OPTIONS /api/halls
2025/03/15 - 18:13:11 | 200 |      3.666ms |                 ::1 | GET     /api/halls
2025/03/15 - 18:13:11 | 200 |           0s |           127.0.0.1 | OPTIONS /api/halls
2025/03/15 - 18:13:12 | 401 |           0s |           127.0.0.1 | GET     /api/halls
2025/03/15 - 18:13:12 | 200 |     4.2074ms |                 ::1 | GET     /api/halls
2025/03/15 - 18:13:13 | 200 |     3.6794ms |                 ::1 | GET     /api/halls
2025/03/15 - 18:13:13 | 200 |     3.1334ms |                 ::1 | GET     /api/halls
2025/03/15 - 18:13:13 | 200 |     3.7131ms |                 ::1 | GET     /api/halls
2025/03/15 - 18:13:29 | 200 |           0s |                 ::1 | OPTIONS /api/halls
2025/03/15 - 18:13:29 | 200 |     3.6899ms |                 ::1 | GET     /api/halls
2025/03/15 - 18:13:29 | 200 |           0s |           127.0.0.1 | OPTIONS /api/halls
2025/03/15 - 18:13:29 | 401 |           0s |           127.0.0.1 | GET     /api/halls
2025/03/15 - 18:13:51 | 200 |           0s |                 ::1 | OPTIONS /api/halls
2025/03/15 - 18:13:51 | 200 |     4.2281ms |                 ::1 | GET     /api/halls
2025/03/15 - 18:13:51 | 200 |           0s |           127.0.0.1 | OPTIONS /api/halls
2025/03/15 - 18:13:51 | 401 |           0s |           127.0.0.1 | GET     /api/halls
2025/03/15 - 18:14:20 | 200 |           0s |                 ::1 | OPTIONS /api/halls
2025/03/15 - 18:14:20 | 200 |     4.2186ms |                 ::1 | GET     /api/halls
2025/03/15 - 18:14:20 | 200 |           0s |           127.0.0.1 | OPTIONS /api/halls
2025/03/15 - 18:14:20 | 401 |           0s |           127.0.0.1 | GET     /api/halls
2025/03/15 - 18:16:47 | 200 |           0s |                 ::1 | OPTIONS /api/halls
2025/03/15 - 18:16:47 | 200 |     6.3141ms |                 ::1 | GET     /api/halls
2025/03/15 - 18:17:31 | 200 |           0s |                 ::1 | OPTIONS /api/halls
2025/03/15 - 18:17:31 | 200 |     4.7193ms |                 ::1 | GET     /api/halls
2025/03/15 - 18:17:32 | 200 |     4.7351ms |                 ::1 | GET     /api/halls
2025/03/15 - 18:17:33 | 200 |           0s |           127.0.0.1 | OPTIONS /api/halls
2025/03/15 - 18:17:33 | 401 |           0s |           127.0.0.1 | GET     /api/halls
2025/03/15 - 18:17:33 | 200 |     4.2263ms |                 ::1 | GET     /api/halls
2025/03/15 - 18:17:33 | 200 |     3.6992ms |                 ::1 | GET     /api/halls
2025/03/15 - 18:17:33 | 200 |     3.6904ms |                 ::1 | GET     /api/halls
2025/03/15 - 18:17:33 | 200 |     4.2449ms |                 ::1 | GET     /api/halls
2025/03/15 - 18:17:35 | 200 |     4.2008ms |                 ::1 | GET     /api/halls
2025/03/15 - 18:17:35 | 200 |     3.7035ms |                 ::1 | GET     /api/halls
2025/03/15 - 18:17:35 | 200 |     3.6736ms |                 ::1 | GET     /api/halls
2025/03/15 - 18:17:36 | 200 |     3.7035ms |                 ::1 | GET     /api/halls
2025/03/15 - 18:17:36 | 200 |      3.673ms |                 ::1 | GET     /api/halls
2025/03/15 - 18:17:36 | 200 |     4.2025ms |                 ::1 | GET     /api/halls
2025/03/15 - 18:17:36 | 200 |     4.2145ms |                 ::1 | GET     /api/halls
2025/03/15 - 18:17:42 | 200 |           0s |                 ::1 | OPTIONS /api/halls
2025/03/15 - 18:17:42 | 200 |     3.6991ms |                 ::1 | GET     /api/halls
2025/03/15 - 18:17:42 | 200 |     3.6881ms |                 ::1 | GET     /api/halls
2025/03/15 - 18:17:42 | 200 |     3.7065ms |                 ::1 | GET     /api/halls
2025/03/15 - 18:17:42 | 200 |     4.7596ms |                 ::1 | GET     /api/halls
2025/03/15 - 18:17:43 | 200 |     3.6681ms |                 ::1 | GET     /api/halls
2025/03/15 - 18:17:43 | 200 |     3.7109ms |                 ::1 | GET     /api/halls
2025/03/15 - 18:17:43 | 200 |     4.7478ms |                 ::1 | GET     /api/halls
2025/03/15 - 18:17:43 | 200 |     4.2827ms |                 ::1 | GET     /api/halls
2025/03/15 - 18:17:44 | 200 |      3.666ms |                 ::1 | GET     /api/halls
2025/03/15 - 18:17:44 | 200 |     5.7705ms |                 ::1 | GET     /api/halls
2025/03/15 - 18:17:44 | 200 |     4.2292ms |                 ::1 | GET     /api/halls
2025/03/15 - 18:17:44 | 200 |     3.7011ms |                 ::1 | GET     /api/halls
2025/03/15 - 18:17:44 | 200 |     4.1881ms |                 ::1 | GET     /api/halls
2025/03/15 - 18:17:44 | 200 |     4.2256ms |                 ::1 | GET     /api/halls
2025/03/15 - 18:17:44 | 200 |     4.3084ms |                 ::1 | GET     /api/halls
2025/03/15 - 18:17:44 | 200 |     4.2213ms |                 ::1 | GET     /api/halls
2025/03/15 - 18:17:44 | 200 |     4.3298ms |                 ::1 | GET     /api/halls
2025/03/15 - 18:17:44 | 200 |     4.3682ms |                 ::1 | GET     /api/halls
2025/03/15 - 18:17:44 | 200 |     3.6944ms |                 ::1 | GET     /api/halls
2025/03/15 - 18:17:44 | 200 |     4.2018ms |                 ::1 | GET     /api/halls
2025/03/15 - 18:17:44 | 200 |     4.2054ms |                 ::1 | GET     /api/halls
2025/03/15 - 18:18:07 | 200 |           0s |                 ::1 | OPTIONS /api/halls
2025/03/15 - 18:18:07 | 200 |     4.2144ms |                 ::1 | GET     /api/halls
2025/03/15 - 18:18:07 | 200 |           0s |           127.0.0.1 | OPTIONS /api/halls
2025/03/15 - 18:18:07 | 401 |           0s |           127.0.0.1 | GET     /api/halls
2025/03/15 - 18:18:07 | 200 |     3.7076ms |                 ::1 | GET     /api/halls
2025/03/15 - 18:18:09 | 200 |     4.2294ms |                 ::1 | GET     /api/halls
2025/03/15 - 18:18:50 | 200 |           0s |                 ::1 | OPTIONS /api/halls
2025/03/15 - 18:18:50 | 200 |     18.865ms |                 ::1 | GET     /api/halls
2025/03/15 - 18:18:51 | 200 |     4.7537ms |                 ::1 | GET     /api/halls
2025/03/15 - 18:18:51 | 200 |           0s |           127.0.0.1 | OPTIONS /api/halls
2025/03/15 - 18:18:51 | 401 |           0s |           127.0.0.1 | GET     /api/halls
2025/03/15 - 18:19:06 | 200 |           0s |           127.0.0.1 | OPTIONS /api/halls
2025/03/15 - 18:19:06 | 200 |           0s |                 ::1 | OPTIONS /api/halls
2025/03/15 - 18:19:06 | 200 |     3.6797ms |                 ::1 | GET     /api/halls
